day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;35800;KELP;2023;29;;;;;2026;31;;;;;2024.5;206.334716796875
-1;35900;KELP;2023;2;2022;21;;;2026;23;;;;;2024.5;206.725341796875
-1;35900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;685.0
-1;36000;RAINFOREST_RESIN;9995;30;;;;;10002;5;10005;30;;;9998.5;685.0
-1;36000;KELP;2022;30;;;;;2024;3;2026;30;;;2023.0;206.716796875
-1;36100;KELP;2022;26;;;;;2025;2;2026;24;;;2023.5;207.0
-1;36100;RAINFOREST_RESIN;10002;8;9996;2;9995;24;10004;2;10005;24;;;10003.0;685.0
-1;36200;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;701.0
-1;36200;KELP;2022;30;;;;;2025;1;2026;29;;;2023.5;207.0
-1;36300;KELP;2022;22;;;;;2024;6;2025;22;;;2023.0;207.0
-1;36300;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;703.0
-1;36400;RAINFOREST_RESIN;9998;1;9996;1;9995;20;10004;1;10005;20;;;10001.0;703.0
-1;36400;KELP;2024;1;2023;3;2022;21;2025;1;2026;20;;;2024.5;207.0
-1;36500;KELP;2022;25;;;;;2023;2;2025;25;;;2022.5;207.0
-1;36500;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;703.0
-1;36600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;703.0
-1;36600;KELP;2022;29;;;;;2025;29;;;;;2023.5;208.50830078125
-1;36700;KELP;2021;21;;;;;2025;21;;;;;2023.0;206.7431640625
-1;36700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;703.0
-1;36800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;703.0
-1;36800;KELP;2021;30;;;;;2025;30;;;;;2023.0;206.8955078125
-1;36900;KELP;2021;27;;;;;2024;27;;;;;2022.5;205.63623046875
-1;36900;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;703.0
-1;37000;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;703.0
-1;37000;KELP;2020;25;;;;;2024;25;;;;;2022.0;204.875244140625
-1;37100;KELP;2021;27;;;;;2024;23;;;;;2022.5;206.148681640625
-1;37100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;703.0
-1;37200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;703.0
-1;37200;KELP;2021;25;;;;;2024;21;;;;;2022.5;206.02587890625
-1;37300;KELP;2022;4;2021;28;;;2024;1;2025;27;;;2023.0;206.623291015625
-1;37300;RAINFOREST_RESIN;9996;1;9995;27;;;9998;10;10002;4;10004;1;9997.0;703.0
-1;37400;RAINFOREST_RESIN;10002;1;9998;2;9995;30;10005;30;;;;;10003.5;723.0
-1;37400;KELP;2021;30;;;;;2024;30;;;;;2022.5;206.4248046875
-1;37500;KELP;2020;27;;;;;2024;27;;;;;2022.0;205.0009765625
-1;37500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;725.0
-1;37600;KELP;2020;22;;;;;2024;22;;;;;2022.0;205.57275390625
-1;37600;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;728.0
-1;37700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;728.0
-1;37700;KELP;2020;24;;;;;2024;24;;;;;2022.0;205.69580078125
-1;37800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;728.0
-1;37800;KELP;2020;24;;;;;2024;25;;;;;2022.0;205.400390625
-1;37900;KELP;2019;25;;;;;2023;25;;;;;2021.0;202.986328125
-1;37900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;728.0
-1;38000;KELP;2019;32;;;;;2021;4;2023;32;;;2020.0;202.9599609375
-1;38000;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;728.0
-1;38100;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;730.0
-1;38100;KELP;2019;28;;;;;2022;2;2023;26;;;2020.5;202.52490234375
-1;38200;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;730.0
-1;38200;KELP;2019;28;;;;;2023;28;;;;;2021.0;203.29638671875
-1;38300;KELP;2019;26;;;;;2022;26;;;;;2020.5;202.216796875
-1;38300;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;730.0
-1;38400;KELP;2019;24;;;;;2020;6;2022;24;;;2019.5;202.087890625
-1;38400;RAINFOREST_RESIN;9996;1;9995;23;;;10000;6;10004;1;10005;23;9998.0;730.0
-1;38500;RAINFOREST_RESIN;10002;1;9995;21;;;10005;21;;;;;10003.5;730.0
-1;38500;KELP;2019;21;;;;;2022;21;;;;;2020.5;205.021484375
-1;38600;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;732.0
-1;38600;KELP;2019;30;;;;;2022;30;;;;;2020.5;205.498046875
-1;38700;KELP;2019;20;;;;;2022;20;;;;;2020.5;206.544921875
-1;38700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;735.0
-1;38800;KELP;2019;21;;;;;2020;2;2021;1;2022;21;2019.5;206.568359375
-1;38800;RAINFOREST_RESIN;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;735.0
-1;38900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;759.0
-1;38900;KELP;2019;32;;;;;2021;7;2022;2;2023;30;2020.0;209.578125
-1;39000;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;759.0
-1;39000;KELP;2019;23;;;;;2023;23;;;;;2021.0;211.94921875
-1;39100;KELP;2020;25;;;;;2023;25;;;;;2021.5;217.439453125
-1;39100;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;759.0
-1;39200;KELP;2020;30;;;;;2022;2;2023;30;;;2021.0;218.69921875
-1;39200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;759.0
-1;39300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;759.0
-1;39300;KELP;2020;27;;;;;2023;27;;;;;2021.5;220.5
-1;39400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;759.0
-1;39400;KELP;2020;31;;;;;2022;5;2023;31;;;2021.0;216.33203125
-1;39500;KELP;2019;27;;;;;2021;3;2022;27;;;2020.0;206.69921875
-1;39500;RAINFOREST_RESIN;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;762.0
-1;39600;KELP;2021;4;2019;23;;;2023;23;;;;;2022.0;210.69140625
-1;39600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;764.0
-1;39700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;764.0
-1;39700;KELP;2019;28;;;;;2022;2;2023;22;;;2020.5;210.43359375
-1;39800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;764.0
-1;39800;KELP;2019;28;;;;;2022;1;2023;27;;;2020.5;210.3828125
-1;39900;KELP;2019;31;;;;;2022;31;;;;;2020.5;208.2001953125
-1;39900;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;764.0
-1;40000;KELP;2018;22;;;;;2022;22;;;;;2020.0;205.4990234375
-1;40000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;764.0
-1;40100;RAINFOREST_RESIN;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;764.0
-1;40100;KELP;2019;31;;;;;2022;31;;;;;2020.5;208.08203125
-1;40200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;764.0
-1;40200;KELP;2019;1;2018;28;;;2022;29;;;;;2020.5;205.3603515625
-1;40300;KELP;2019;22;;;;;2022;22;;;;;2020.5;206.4677734375
-1;40300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;764.0
-1;40400;KELP;2018;24;;;;;2022;24;;;;;2020.0;204.4853515625
-1;40400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;766.0
-1;40500;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;766.0
-1;40500;KELP;2019;1;2018;27;;;2022;29;;;;;2020.5;205.064453125
-1;40600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;768.0
-1;40600;KELP;2019;4;2018;26;;;2022;26;;;;;2020.5;203.9794921875
-1;40700;KELP;2018;22;;;;;2021;22;;;;;2019.5;199.474609375
-1;40700;RAINFOREST_RESIN;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;768.0
-1;40800;KELP;2018;27;;;;;2021;27;;;;;2019.5;201.333984375
-1;40800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;768.0
-1;40900;RAINFOREST_RESIN;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;768.0
-1;40900;KELP;2017;28;;;;;2021;28;;;;;2019.0;196.6005859375
-1;41000;RAINFOREST_RESIN;9995;21;;;;;10002;10;10005;21;;;9998.5;802.0
-1;41000;KELP;2018;20;;;;;2020;3;2021;21;;;2019.0;202.3671875
-1;41100;KELP;2018;24;;;;;2021;27;;;;;2019.5;201.9375
-1;41100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;802.0
-1;41200;KELP;2018;29;;;;;2021;29;;;;;2019.5;201.806640625
-1;41200;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;802.0
-1;41300;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;802.0
-1;41300;KELP;2017;25;;;;;2019;4;2021;25;;;2018.0;197.046875
-1;41400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;802.0
-1;41400;KELP;2017;25;;;;;2018;4;2019;5;2020;25;2017.5;190.765625
-1;41500;KELP;2017;22;;;;;2019;1;2021;22;;;2018.0;200.033203125
-1;41500;RAINFOREST_RESIN;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;802.0
-1;41600;KELP;2017;23;;;;;2019;7;2020;1;2021;22;2018.0;199.115234375
-1;41600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;802.0
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;802.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;201.529296875
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;802.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;205.126953125
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;205.580078125
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;802.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;207.23046875
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;810.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;810.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;209.2841796875
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;810.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;209.466796875
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;209.6669921875
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;812.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;219.97265625
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;812.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;812.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;219.669921875
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;828.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;221.09765625
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;217.224609375
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;836.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;220.6328125
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;836.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;836.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;223.859375
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;844.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;230.72265625
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;235.015625
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;844.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;232.01953125
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;844.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;844.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;231.953125
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;844.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;233.662109375
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;234.517578125
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;844.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;233.001953125
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;844.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;234.11328125
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;844.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;844.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;235.93359375
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;233.734375
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;844.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;852.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;236.1015625
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;230.20703125
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;852.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;854.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;229.630859375
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;230.45703125
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;854.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;854.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;220.623046875
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;221.1328125
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;854.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;854.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;223.94140625
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;223.427734375
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;854.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;854.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;221.21875
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;220.41015625
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;856.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;856.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;220.626953125
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;223.015625
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;858.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;858.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;222.521484375
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;217.0
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;858.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;858.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;213.689453125
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;214.642578125
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;860.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;860.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;217.55859375
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;217.74609375
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;860.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;860.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;218.64453125
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;222.490234375
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;860.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;866.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;227.412109375
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;228.412109375
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;866.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;866.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;223.314453125
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;220.4140625
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;866.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;866.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;223.01953125
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;222.3359375
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;866.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;223.404296875
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;866.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;868.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;227.955078125
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;868.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;230.931640625
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;228.26953125
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;868.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;229.8125
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;868.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;868.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;229.0078125
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;870.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;229.3125
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;230.189453125
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;872.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;232.3359375
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;874.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;874.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;232.08984375
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;874.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;233.994140625
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;234.43359375
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;874.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;235.0
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;874.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;874.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;235.189453125
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;876.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;234.98046875
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;232.998046875
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;876.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;233.55078125
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;884.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;884.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;224.857421875
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;886.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;231.8359375
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;230.89453125
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;886.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;231.21484375
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;888.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;891.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;230.05859375
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;891.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;235.36328125
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;237.40625
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;891.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;235.77734375
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;891.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;891.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;240.77734375
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;891.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;236.765625
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;245.1103515625
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;891.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;244.1591796875
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;891.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;891.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;250.015869140625
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;891.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;251.7451171875
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;252.529296875
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;891.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;248.380859375
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;891.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;891.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;254.16943359375
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;899.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;256.89453125
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;257.66796875
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;899.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;255.849609375
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;899.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;899.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;255.29296875
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;899.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;255.40625
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;255.8056640625
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;899.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;255.5732421875
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;899.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;902.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;263.8623046875
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;902.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;264.42236328125
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;265.255859375
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;912.0
